term_a,term_b,observed,expected_strat,lift_strat,z_cmh,q_cmh,channels,npmi,log_or,weight,co_left,co_neutral,co_right
day,parade,177.00000,14.76686,11.98630,45.30352,0.00000,28.00000,0.46972,4.02347,3.58331,18,141,18
speaker,mike johnson,42.00000,0.86235,48.70425,45.12862,0.00000,20.00000,0.58784,5.53643,5.60598,6,27,9
foreign,chinese,126.00000,7.17380,17.56391,45.10937,0.00000,7.00000,0.45986,3.81080,4.13454,0,122,4
murder,tupac,131.00000,8.57745,15.27261,45.09270,0.00000,21.00000,0.63432,6.13167,3.93287,17,96,18
rises,smoke,43.00000,0.89303,48.15043,45.03432,0.00000,10.00000,0.54283,5.05705,5.58948,4,34,5
musk,spacex,145.00000,10.94924,13.24293,44.95893,0.00000,32.00000,0.55427,4.62002,3.72715,31,106,8
france,macron,176.00000,13.97408,12.59475,44.95706,0.00000,16.00000,0.55829,4.54723,3.65475,20,152,4
supreme leader,mojtaba khamenei,91.00000,4.02140,22.62894,44.93375,0.00000,15.00000,0.69582,6.44732,4.50010,12,76,3
rock,kid,87.00000,4.02258,21.62794,44.90054,0.00000,35.00000,0.72622,6.77768,4.43482,46,15,26
china,taiwan,312.00000,43.94366,7.07724,44.83523,0.00000,34.00000,0.50932,4.24602,2.82319,54,223,34
hormuz,reopen,139.00000,9.31532,14.92165,44.80149,0.00000,29.00000,0.49287,5.18993,3.89934,27,99,13
attorney,todd,117.00000,6.62230,17.66758,44.79965,0.00000,29.00000,0.53269,4.49309,4.14303,21,77,19
attorney,todd blanche,115.00000,6.42744,17.89205,44.77401,0.00000,29.00000,0.54047,4.57457,4.16125,21,76,18
rate,hike,53.00000,1.38945,38.14455,44.70106,0.00000,9.00000,0.66326,6.25007,5.25340,2,49,2
school,high,118.00000,6.59573,17.89037,44.68864,0.00000,41.00000,0.46306,3.85707,4.16111,14,73,31
national,guard,113.00000,6.21263,18.18875,44.67542,0.00000,39.00000,0.46598,3.98112,4.18497,25,51,37
pentagon,ufo,94.00000,4.26253,22.05266,44.66605,0.00000,20.00000,0.47467,4.08682,4.46288,11,64,19
senate,race,260.00000,29.06899,8.87544,44.59573,0.00000,62.00000,0.42265,3.24673,3.14982,93,98,67
mass,deportations,96.00000,4.66654,20.35768,44.57482,0.00000,30.00000,0.60955,5.62150,4.34750,5,6,84
war,end,726.00000,186.54962,3.87564,44.56041,0.00000,85.00000,0.27252,2.00720,1.95444,212,438,73
chair,federal reserve,56.00000,1.54545,36.23547,44.54339,0.00000,22.00000,0.61151,5.73057,5.17933,5,44,7
closing,arguments,62.00000,1.92772,31.64366,44.52628,0.00000,16.00000,0.65174,6.05383,4.98384,2,48,11
rescue,teams,62.00000,1.89698,32.68354,44.43436,0.00000,14.00000,0.56718,5.26241,5.03049,17,42,3
daughter,kim jong,31.00000,0.47995,64.58950,44.41136,0.00000,8.00000,0.56137,5.41996,6.01323,1,25,5
clayton,dni,32.00000,0.51541,62.08677,44.30668,0.00000,13.00000,0.68615,6.78573,5.95621,13,15,4
nancy,mace,94.00000,4.77893,19.66968,44.23305,0.00000,33.00000,0.63961,6.59047,4.29790,44,26,24
iranian,regime,243.00000,26.53875,9.15642,44.20672,0.00000,43.00000,0.44268,3.45903,3.19478,28,73,142
venezuela,earthquakes,176.00000,15.68282,11.22247,44.13745,0.00000,27.00000,0.60136,6.10547,3.48832,41,118,17
outbreak,congo,81.00000,3.48681,23.23038,44.12229,0.00000,14.00000,0.62317,5.61958,4.53794,23,57,1
artemis ii,mission,302.00000,45.94476,6.57311,44.10582,0.00000,29.00000,0.67000,5.35033,2.71658,32,249,21
daughter,jong,31.00000,0.48658,63.71041,44.09968,0.00000,8.00000,0.55956,5.40008,5.99346,1,25,5
kevin,federal reserve,56.00000,1.80952,30.94741,44.07351,0.00000,23.00000,0.62894,5.89867,4.95175,5,47,4
warsh,federal reserve,62.00000,2.19272,28.27538,44.02630,0.00000,24.00000,0.65248,6.10835,4.82147,5,51,6
ii,mission,303.00000,46.34976,6.53725,44.01955,0.00000,29.00000,0.66018,5.25096,2.70868,32,250,21
deal,trade,439.00000,78.39419,5.59990,43.98039,0.00000,35.00000,0.37967,2.74746,2.48540,42,374,23
space,international,61.00000,1.86557,32.69785,43.87695,0.00000,14.00000,0.47937,4.27756,5.03112,2,55,4
chair,jerome,51.00000,1.33343,38.24722,43.86109,0.00000,22.00000,0.63268,6.10542,5.25728,9,34,8
chair,jerome powell,51.00000,1.33343,38.24722,43.86109,0.00000,22.00000,0.63366,6.12013,5.25728,9,34,8
chair,reserve,57.00000,1.64539,34.64225,43.85812,0.00000,22.00000,0.58386,5.38309,5.11446,5,45,7
artemis ii,ii crew,261.00000,36.59596,7.13194,43.83534,0.00000,28.00000,0.81697,11.18332,2.83429,31,193,37
pm,starmer,325.00000,46.43814,6.99856,43.81121,0.00000,22.00000,0.38543,2.89897,2.80706,66,254,5
warning,dire,89.00000,4.11106,21.64894,43.81108,0.00000,26.00000,0.54347,5.56481,4.43622,57,14,18
chief,staff,87.00000,3.84863,22.60546,43.75915,0.00000,33.00000,0.46481,4.17725,4.49860,24,48,15
train,collision,35.00000,0.63378,55.22420,43.73164,0.00000,12.00000,0.56610,5.43506,5.78723,9,21,5
hegseth,pentagon,221.00000,22.28770,9.91578,43.72661,0.00000,40.00000,0.43139,3.36870,3.30973,113,95,13
blue,rocket,45.00000,1.04448,43.08346,43.72230,0.00000,18.00000,0.53985,5.01327,5.42906,2,36,7
kevin,reserve,56.00000,1.83323,30.54720,43.71787,0.00000,23.00000,0.59800,5.52522,4.93297,5,47,4
immigration,crackdown,109.00000,6.10493,17.85442,43.65033,0.00000,24.00000,0.48154,4.06211,4.15821,36,60,13
supreme,mojtaba khamenei,91.00000,4.23684,21.47825,43.63460,0.00000,15.00000,0.49948,4.70745,4.42480,12,76,3
israel,hezbollah,367.00000,59.26224,6.19281,43.58902,0.00000,35.00000,0.46933,3.88704,2.63059,141,171,55
pakistan,afghanistan,98.00000,4.86116,20.15980,43.54340,0.00000,17.00000,0.54512,4.96645,4.33341,15,76,7
issues,stark,60.00000,1.88705,31.79566,43.50142,0.00000,14.00000,0.55947,5.45180,4.99076,11,33,16
fed,jerome,59.00000,1.81441,32.51750,43.45698,0.00000,23.00000,0.56418,5.50279,5.02314,10,39,10
fed,jerome powell,59.00000,1.81441,32.51750,43.45698,0.00000,23.00000,0.56518,5.51946,5.02314,10,39,10
blanche,attorney,146.00000,10.95297,13.32972,43.39511,0.00000,32.00000,0.50683,4.17218,3.73657,28,97,21
cuba,havana,56.00000,1.66012,33.73252,43.38309,0.00000,11.00000,0.58935,5.87274,5.07607,17,37,2
election,results,151.00000,11.64494,12.96700,43.33615,0.00000,45.00000,0.47986,4.15431,3.69677,41,84,26
sparks,outrage,87.00000,4.17680,20.82936,43.26802,0.00000,34.00000,0.53789,4.74312,4.38055,24,37,26
allen,cole,79.00000,3.64309,21.68490,43.22275,0.00000,27.00000,0.82555,8.17851,4.43862,7,39,33
russia,putin,999.00000,326.49500,3.05977,43.21529,0.00000,32.00000,0.49819,3.34585,1.61342,350,639,10
film,festival,55.00000,1.59832,34.41119,43.19403,0.00000,8.00000,0.61676,5.69633,5.10481,6,49,0
artemis,ii crew,262.00000,37.75329,6.93979,43.18899,0.00000,28.00000,0.80056,12.12194,2.79489,31,194,37
prices,high,144.00000,10.36135,13.89780,43.14180,0.00000,42.00000,0.43207,3.52130,3.79678,48,75,21
carpet,rolls,20.00000,0.21325,93.78645,43.13106,0.00000,6.00000,0.56673,5.69597,6.55131,2,18,0
minister,foreign,227.00000,23.80781,9.53469,43.06854,0.00000,28.00000,0.45123,3.51605,3.25319,30,180,17
day,independence,162.00000,13.74263,11.78814,43.03830,0.00000,29.00000,0.48066,4.23799,3.55926,15,131,16
state,deep,176.00000,16.18219,10.81436,42.98090,0.00000,50.00000,0.47513,3.98021,3.43488,30,10,135
houthis,yemen,101.00000,5.64021,17.90714,42.94393,0.00000,18.00000,0.68683,6.14877,4.16246,30,62,9
elizabeth,warren,58.00000,1.84219,31.48431,42.80111,0.00000,27.00000,0.63222,5.96749,4.97656,20,18,20
mother,savannah,111.00000,6.68200,16.61179,42.77513,0.00000,24.00000,0.65415,5.75368,4.05414,16,74,21
bus,throws,84.00000,3.97736,21.11953,42.74805,0.00000,25.00000,0.72589,6.68795,4.40051,82,1,1
netflix,bros,37.00000,0.74502,49.66316,42.71643,0.00000,15.00000,0.66833,6.48462,5.63410,2,33,2
trump,greenland,1430.00000,663.07862,2.15057,42.69668,0.00000,116.00000,0.21544,2.27065,1.10472,532,716,178
alex,murdaugh,69.00000,2.78379,24.78636,42.66933,0.00000,17.00000,0.61117,6.19389,4.63147,3,44,22
supreme court,tariffs,193.00000,18.56927,10.39351,42.65380,0.00000,54.00000,0.42983,3.39398,3.37761,38,127,28
briefing,leavitt,117.00000,7.24142,16.15706,42.60754,0.00000,21.00000,0.42766,3.56006,4.01409,15,61,41
mother,savannah guthrie,110.00000,6.62987,16.59157,42.56980,0.00000,24.00000,0.66912,5.94541,4.05238,16,73,21
ground,boots,79.00000,3.55669,21.93050,42.49507,0.00000,39.00000,0.68439,6.91132,4.45487,27,23,28
johnson,ron,68.00000,2.54612,26.70732,42.46468,0.00000,17.00000,0.58297,5.38043,4.73916,4,15,49
launch,spacex,68.00000,2.45870,27.65693,42.41656,0.00000,16.00000,0.44766,3.93777,4.78957,5,59,4
team,soccer,66.00000,2.76535,23.86680,42.37036,0.00000,22.00000,0.53365,4.89488,4.57693,4,49,13
cameras,flock,97.00000,5.97248,16.07373,42.35444,0.00000,47.00000,0.80170,7.59382,4.00663,20,34,42
concerns,raises,60.00000,1.91737,31.29289,42.33509,0.00000,22.00000,0.49091,4.39933,4.96776,10,40,10
warsh,reserve,62.00000,2.34589,26.42916,42.31036,0.00000,24.00000,0.62116,5.71717,4.72406,5,51,6
israeli,lebanon,355.00000,57.68844,6.13641,42.30141,0.00000,33.00000,0.48972,3.65839,2.61740,190,136,28
mamdani,york,193.00000,19.03303,10.14027,42.29769,0.00000,42.00000,0.43587,3.44498,3.34202,28,123,42
indian,ocean,49.00000,1.31480,37.26806,42.28300,0.00000,14.00000,0.53848,5.26950,5.21987,12,32,5
clinton,deposition,133.00000,9.70331,13.70666,42.27118,0.00000,29.00000,0.71574,6.50796,3.77681,31,66,36
dark,past,80.00000,3.54001,22.59879,42.24940,0.00000,10.00000,0.56199,4.95413,4.49817,78,0,2
high,stakes,36.00000,0.71935,50.04541,42.14755,0.00000,18.00000,0.52135,5.15338,5.64517,8,19,9
gop,lawmaker,105.00000,5.86081,17.91563,42.07230,0.00000,8.00000,0.45434,4.04682,4.16315,7,2,96
briefing,ministry,106.00000,5.88347,18.01658,42.05557,0.00000,5.00000,0.52328,4.57892,4.17125,1,105,0
th,july,196.00000,21.82225,8.98166,42.03686,0.00000,63.00000,0.59802,5.05309,3.16698,48,72,76
strait of hormuz,reopen,101.00000,5.69139,17.74611,42.02895,0.00000,28.00000,0.52445,4.99460,4.14943,22,66,13
general,todd blanche,110.00000,6.53558,16.83094,42.00954,0.00000,28.00000,0.49041,4.14144,4.07304,18,75,17
tim,cook,54.00000,1.78332,30.28068,41.99515,0.00000,20.00000,0.55172,5.25471,4.92033,4,47,3
second,round,39.00000,0.84033,46.41028,41.98897,0.00000,11.00000,0.45895,4.28561,5.53637,8,30,1
primary,wins,130.00000,9.08362,14.31148,41.96362,0.00000,41.00000,0.48521,4.01807,3.83910,30,68,32
john,fetterman,99.00000,7.13046,13.88409,41.92766,0.00000,42.00000,0.55439,4.87088,3.79536,40,25,34
trump,tariffs,910.00000,322.19162,2.82441,41.89532,0.00000,85.00000,0.19689,2.22838,1.49795,246,554,110
fed,rates,131.00000,9.35771,13.99915,41.86340,0.00000,24.00000,0.58925,5.11091,3.80727,12,105,14
general,todd,112.00000,6.79923,16.47245,41.83873,0.00000,28.00000,0.48271,4.06064,4.04198,18,76,18
powers,limit,26.00000,0.38315,67.85854,41.71810,0.00000,14.00000,0.57453,5.71161,6.08446,4,18,4
takes,questions,138.00000,9.92320,13.90680,41.67457,0.00000,24.00000,0.36761,2.97794,3.79772,8,112,18
team,usa,139.00000,11.38425,12.20985,41.64267,0.00000,40.00000,0.49178,4.04696,3.60997,16,61,62
wedding,swift,66.00000,2.56517,25.72926,41.61673,0.00000,23.00000,0.74751,7.15275,4.68534,7,49,10
deadline,looms,69.00000,2.70493,25.50896,41.59046,0.00000,23.00000,0.57771,5.18708,4.67293,11,40,18
classified,john bolton,22.00000,0.27749,79.28187,41.57778,0.00000,14.00000,0.63995,6.45829,6.30892,1,15,6
red,houthis,112.00000,6.83123,16.39529,41.55526,0.00000,21.00000,0.50257,4.30459,4.03521,34,72,6
artemis ii,crew,292.00000,48.78397,5.98557,41.48722,0.00000,29.00000,0.72251,5.97089,2.58149,34,217,41
migrants,ceuta,95.00000,6.06037,15.67561,41.46150,0.00000,17.00000,0.71945,6.55237,3.97045,11,48,36
speech,free,176.00000,17.15527,10.14266,41.45753,0.00000,83.00000,0.45500,3.69788,3.34236,78,30,66
todd,acting,59.00000,1.99597,29.55957,41.45039,0.00000,18.00000,0.53600,4.88852,4.88555,7,36,16
walz,gov,92.00000,4.76438,19.30997,41.43463,0.00000,24.00000,0.52772,4.55596,4.27127,17,41,34
illegal,immigrants,74.00000,3.18350,23.24482,41.43231,0.00000,28.00000,0.56297,5.13669,4.53884,6,8,60
spacex,ipo,175.00000,20.39908,8.57882,41.42585,0.00000,31.00000,0.76956,6.96343,3.10078,17,149,9
mark,zuckerberg,59.00000,2.04007,28.92064,41.38328,0.00000,24.00000,0.54872,5.31566,4.85403,17,34,8
hungary,orban,80.00000,4.01501,19.92525,41.37710,0.00000,22.00000,0.72723,6.82977,4.31653,18,59,3
platner,maine,162.00000,15.12008,10.64809,41.32172,0.00000,37.00000,0.65449,5.56303,3.41252,47,81,33
briefing,karoline leavitt,99.00000,5.61469,17.63233,41.26185,0.00000,19.00000,0.45226,3.86826,4.14015,11,51,37
spacex,rocket,54.00000,1.70231,31.72160,41.24738,0.00000,13.00000,0.53321,4.87953,4.98739,3,46,5
cities,sanctuary,40.00000,1.02631,38.97469,41.24578,0.00000,18.00000,0.61414,5.89150,5.28447,2,10,28
plane,crashes,70.00000,2.76771,25.29166,41.22550,0.00000,18.00000,0.45135,3.95783,4.66059,9,52,9
leader,mojtaba khamenei,101.00000,5.75090,17.56248,41.21777,0.00000,17.00000,0.55231,5.20284,4.13442,15,82,4
white house,ballroom,151.00000,12.32310,12.25341,41.21438,0.00000,26.00000,0.42083,3.55456,3.61511,25,100,26
strait of hormuz,ships,174.00000,15.98285,10.88667,41.20245,0.00000,27.00000,0.47311,3.89125,3.44449,42,97,35
oil,refinery,105.00000,6.11598,17.16815,41.20142,0.00000,15.00000,0.47528,4.58330,4.10166,27,66,12
rising,costs,68.00000,2.65705,25.59229,41.16826,0.00000,23.00000,0.51684,4.59303,4.67764,35,30,3
elon,spacex,113.00000,8.02959,14.07295,41.14448,0.00000,30.00000,0.52105,4.41154,3.81485,28,79,6
world cup,argentina,183.00000,18.12594,10.04086,41.13210,0.00000,23.00000,0.57195,5.00679,3.32781,35,141,6
faces,backlash,114.00000,7.14474,15.95579,41.08814,0.00000,37.00000,0.41291,3.45213,3.99601,31,53,30
mullin,homeland security,40.00000,0.93787,42.64976,41.06046,0.00000,17.00000,0.58153,5.56648,5.41447,4,31,5
king charles,charles iii,138.00000,12.15623,11.35221,41.05089,0.00000,22.00000,0.83600,11.22995,3.50490,11,106,21
say,officials,145.00000,11.15896,12.99404,41.02832,0.00000,21.00000,0.43246,3.51172,3.69978,14,124,7
cup,argentina,183.00000,18.21339,9.99265,41.00372,0.00000,23.00000,0.56779,4.97340,3.32087,35,141,6
mexico,cartel,116.00000,7.82217,14.70180,40.85531,0.00000,46.00000,0.64108,5.65561,3.87792,26,42,47
supreme leader,ali khamenei,60.00000,2.08776,28.73892,40.83736,0.00000,14.00000,0.65549,6.28039,4.84493,9,50,1
briefing,karoline,100.00000,5.82079,17.17980,40.82753,0.00000,19.00000,0.43799,3.72544,4.10264,11,52,37
makes,admission,95.00000,5.15023,18.44578,40.81522,0.00000,21.00000,0.51593,4.68265,4.20522,84,2,9
demands,answers,69.00000,2.77151,24.89619,40.80144,0.00000,28.00000,0.45305,4.01447,4.63785,30,21,18
key,takeaways,49.00000,1.42918,34.28538,40.79323,0.00000,12.00000,0.54067,5.33857,5.09952,4,45,0
strait,ships,187.00000,18.55244,10.07954,40.79082,0.00000,27.00000,0.46492,3.81905,3.33336,46,104,37
